periodo_ms,t_vuelta_us,voltaje,t_voltaje_us,vuelta
,,0.8856397,194008,2
,,0.752652736,194271,2
,,0.89208516,194533,2
,,1.3433646,194795,2
,,1.3135545,195055,2
,,0.4464454,195316,2
,,0.6720851,195577,2
,,0.45530784,195840,2
,,0.8090501,196101,2
,,0.37791256,196362,2
,,0.0193362308,196622,2
,,0.0,196883,2
,,0.5729366,197144,2
,,0.2699519,197404,2
,,0.192556652,197664,2
,,0.0,197924,2
,,0.0,198184,2
,,0.0,198444,2
,,0.07170519,198705,2
,,0.0,198966,2
,,0.076539256,199227,2
,,0.0,199486,2
,,0.0386724616,199747,2
,,0.0,200008,2
,,0.0,200268,2
,,0.0,200528,2
,,0.0,200788,2
,,0.0,201049,2
,,0.0,201310,2
,,0.0,201573,2
,,0.0,201833,2
,,0.0,202094,2
,,0.0,202355,2
,,0.0,202616,2
,,0.0,202877,2
,,0.028198672,203138,2
,,0.0,203399,2
,,0.0,203659,2
,,0.0,203919,2
,,0.065259784,204180,2
,,0.56487984,204440,2
,,0.31265276,204702,2
,,0.0185305568,204963,2
,,0.41663536,205225,2
,,0.409333936,205486,2
,,0.49398032,205745,2
,,0.7752117,206006,2
,,1.1249759,206268,2
,,0.6124147,206530,2
,,0.9517052,206790,2
,,0.7051179,207051,2
,,0.4077226,207310,2
,,1.1362554,207571,2
,,0.89450216,207831,2
,,0.5479606,208093,2
,,0.92431224,208355,2
,,1.0008514,208615,2
,,0.6075807,208878,2
,,0.87516592,209137,2
,,0.89530784,209398,2
,,0.9227008,209658,2
,,0.8437446,209919,2
,,0.9065873,210179,2
,,0.6833646,210439,2
,,0.6156375,210700,2
,,0.70270088,210961,2
,,0.7872969,211222,2
,,0.82924232,211482,2
,,0.80663304,211744,2
,,1.1104738,212005,2
,,0.871137536,212267,2
,,0.0918471,212528,2
,,0.51573352,212788,2
,,0.7776287,213050,2
,,0.8429389,213311,2
,,0.82763108,213572,2
,,0.29331654,213832,2
,,0.50928816,214093,2
,,0.51089952,214356,2
,,0.229668116,214617,2
,,0.5930785,214878,2
,,0.51573352,215140,2
,,0.524596,215400,2
,,0.0,215660,2
,,0.6495262,215920,2
,,0.0378667868,216181,2
,,0.049951932,216441,2
,,0.0,216702,2
,,0.10070954,216962,2
,,0.23047378,217223,2
,,0.010473792,217484,2
,,0.13857633,217745,2
,,0.1909453,218005,2
,,0.0,218265,2
,,0.0886244,218526,2
,,0.26592352,218786,2
,,0.13777066,219046,2
,,0.3013733,219306,2
,,0.022558938,219567,2
,,0.32796064,219826,2
,,0.062037076,220088,2
,,0.0,220349,2
,,0.084596016,220610,2
,,0.08137331,220869,2
,,0.5399038,221131,2
,,0.4004715,221391,2
,,0.3287663,221653,2
,,0.36179904,221914,2
,,0.53587544,222174,2
,,0.4665873,222434,2
,,0.735733568,222694,2
,,0.51170516,222956,2
,,0.6277729,223217,2
,,0.48914624,223478,2
,,0.7607095,223739,2
,,0.7317052,224000,2
,,0.88161132,224261,2
,,0.6986725,224522,2
,,0.76796068,224783,2
,,1.0048798,225043,2
,,1.4948821,225304,2
,,0.8356878,225563,2
,,1.1338384,225826,2
,,0.64066376,226087,2
,,1.3981506,226347,2
,,1.1781506,226609,2
,,1.265214,226869,2
,,1.0105195,227130,2
,,1.1636484,227391,2
,,0.722842736,227652,2
,,0.7349279,227912,2
,,1.1056398,228173,2
,,0.8703319,228434,2
,,0.6817533,228696,2
,,0.78971384,228956,2
,,0.664834,229216,2
,,0.5431266,229477,2
,,0.5858274,229738,2
,,0.34165712,229998,2
,,0.522179,230259,2
,,0.39241476,230520,2
,,0.217582968,230781,2
,,0.16113527,231040,2
,,0.31345844,231302,2
,,0.23047378,231561,2
,,0.15549552,231822,2
,,0.717203,232082,2
,,0.116017392,232343,2
,,0.42630348,232619,3
,,0.058008696,232883,3
,,0.53104144,233143,3
,,0.5697139,233406,3
,,0.43919432,233668,3
,,0.409333936,233930,3
,,0.029004348,234191,3
,,0.1772488,234453,3
,,0.27639736,234713,3
,,0.0,234985,3
,,0.30298466,235246,3
,,0.0,235508,3
,,0.0,235771,3
,,0.5020371,236031,3
,,0.19819638,236293,3
,,0.7784344,236554,3
,,0.427109168,236817,3
,,0.7550698,237079,3
,,0.45450216,237338,3
,,0.6881986,237599,3
,,0.71559168,237861,3
,,0.69544976,238123,3
,,0.89853052,238385,3
,,0.5640741,238646,3
,,0.9887663,238906,3
,,1.2523232,239167,3
,,1.1362554,239429,3
,,1.0371573,239691,3
,,1.1636484,239950,3
,,1.0508537,240213,3
,,1.0387685,240473,3
,,1.1781506,240734,3
,,1.157203,240994,3
,,1.2458778,241255,3
,,1.3796201,241516,3
,,1.1563974,241777,3
,,1.2909956,242038,3
,,1.2111833,242299,3
,,1.1926528,242560,3
,,1.2152118,242821,3
,,1.1306157,243082,3
,,0.9734584,243342,3
,,1.2587686,243603,3
,,1.3925108,243863,3
,,1.1314213,244124,3
,,1.394928,244384,3
,,1.3860654,244646,3
,,1.3457816,244908,3
,,0.736539236,245168,3
,,0.9565393,245428,3
,,0.82924232,245690,3
,,0.347296868,245952,3
,,0.70995192,246211,3
,,0.85180136,246473,3
,,0.9517052,246734,3
,,0.4230808,246996,3
,,1.2813275,247256,3
,,0.4536965,247518,3
,,0.85824668,247777,3
,,0.30379036,248038,3
,,0.47222708,248299,3
,,0.22483406,248559,3
,,0.37066148,248820,3
,,0.22805678,249080,3
,,0.32312656,249340,3
,,0.20872054,249600,3
,,0.0048340576,249858,3
,,0.13777066,250119,3
,,0.21436026,250380,3
,,0.14179904,250640,3
,,0.19900206,250901,3
,,0.49317464,251161,3
,,0.49317464,251420,3
,,0.5963012,251681,3
,,0.53184708,251942,3
,,0.37066148,252203,3
,,0.5254017,252465,3
,,0.3255436,252725,3
,,0.11198901,252985,3
,,0.467392984,253247,3
,,0.62374452,253509,3
,,0.838104836,253770,3
,,0.36743876,254030,3
,,0.8864454,254291,3
,,0.74701304,254551,3
,,1.0645502,254812,3
,,0.427109168,255073,3
,,0.97829248,255335,3
,,1.2603799,255594,3
,,1.0621332,255856,3
,,1.1765393,256117,3
,,0.71559168,256377,3
,,0.96781868,256639,3
,,1.2531288,256899,3
,,1.0597162,257159,3
,,1.0282445,257421,3
,,0.9363974,257683,3
,,1.1982925,257944,3
,,0.95895624,258204,3
,,0.8356878,258466,3
,,1.0234103,258727,3
,,0.8437446,258987,3
,,1.0339345,259247,3
,,0.9033646,259507,3
,,0.79696492,259768,3
,,0.79374224,260029,3
,,0.46578164,260290,3
,,0.4770611,260549,3
,,0.47222708,260811,3
,,0.412606968,261072,3
,,0.3456855,261333,3
,,0.36179904,261593,3
,,0.21838864,261854,3
,,0.42872052,262115,3
,,0.19336232,262377,3
,,0.28042572,262638,3
,,0.06284276,262899,3
,,0.166775,263160,3
,,0.166775,263421,3
,,0.06687114,263681,3
,,0.0,263941,3
,,0.3392401,264200,3
,,0.00080567632,264461,3
,,0.020141908,264721,3
,,0.0,264982,3
,,0.16355228,265243,3
,,0.0,265504,3
,,0.7615152,265764,3
,,0.0386724616,266025,3
,,0.0,266286,3
,,0.22,266546,3
,,0.4867292,266806,3
,,0.0,267065,3
,,0.0,267327,3
,,0.0,267587,3
,,0.32151524,267849,3
,,0.2232227,268110,3
,,0.20872054,268370,3
,,0.29653924,268629,3
,,0.38919202,268891,3
,,0.30701304,269152,3
,,0.25222704,269413,3
,,0.2884825,269673,3
,,0.25867244,269934,3
,,0.237724868,270195,3
,,0.4028885,270456,3
,,0.45530784,270717,3
,,0.47867244,270976,3
,,0.812272836,271237,3
,,0.7284824,271497,3
,,0.7615152,271759,3
,,1.0201877,272020,3
,,1.5504737,272281,3
,,0.87838868,272541,3
,,0.5060655,272801,3
,,0.98151517,273060,3
,,0.949288136,273321,3
,,0.88483408,273581,3
,,1.0081025,273842,3
,,1.1854017,274103,3
,,1.1531746,274364,3
,,0.88886243,274625,3
,,1.0838865,274886,3
,,0.97829248,275148,3
,,0.67530787,275408,3
,,1.5488623,275669,3
,,0.5890501,275929,3
,,0.0378667868,276191,3
,,0.81307848,276451,3
,,0.5463493,276712,3
,,0.7961593,276972,3
,,0.06848249,277233,3
,,0.38516364,277493,3
,,0.47625544,277753,3
,,0.53184708,278014,3
,,0.39483176,278276,3
,,0.50928816,278536,3
,,0.475449736,278798,3
,,0.51251084,279058,3
,,0.194168,279319,3
,,0.31668116,279580,3
,,0.23853054,279841,3
,,0.0,280101,3
,,0.045117876,280362,3
,,0.0,280622,3
,,0.0,280884,3
,,0.0,281145,3
,,0.0,281406,3
,,0.0,281668,3
,,0.0,281929,3
,,0.0,282188,3
,,0.0,282448,3
,,0.0,282708,3
,,0.0,282969,3
,,0.0,283230,3
,,0.0,283491,3
,,0.0,283751,3
,,0.033838408,284011,3
,,0.0,284272,3
,,0.0,284532,3
,,0.0,284792,3
,,0.0,285052,3
,,0.31426412,285313,3
,,0.0,285573,3
,,0.012085145,285834,3
,,0.27317464,286095,3
,,0.0,286356,3
,,0.48592356,286616,3
,,0.37630124,286877,3
,,0.0370611136,287138,3
,,0.244975968,287399,3
,,0.769571936,287659,3
,,0.47625544,287921,3
,,0.61805444,288182,3
,,0.4843122,288443,3
,,0.59146716,288703,3
,,0.677724836,288963,3
,,0.8001877,289224,3
,,0.9968231,289485,3
,,0.96781868,289743,3
,,0.94525976,290004,3
,,0.9428427,290264,3
,,1.045214,290525,3
,,1.0919433,290786,3
,,1.107251,291046,3
,,1.3602837,291305,3
,,1.5569191,291567,3
,,1.5118014,291827,3
,,1.5585304,292087,3
,,1.5069673,292348,3
,,1.660096,292608,3
,,1.5593363,292867,3
,,1.5214695,293129,3
,,1.6020371,293389,3
,,1.3715633,293649,3
,,1.157203,293910,3
,,0.89772488,294170,3
,,1.5182466,294431,3
,,1.221657,294692,3
,,1.4465416,294952,3
,,1.4110415,295212,3
,,0.30943006,295472,3
,,0.5439322,295733,3
,,0.95492784,295993,3
,,0.10151522,296253,3
,,0.91142136,296513,3
,,0.9235065,296773,3
,,0.92189512,297033,3
,,0.34649116,297293,3
,,0.194168,297554,3
,,0.0,297814,3
,,0.4069169,298074,3
,,0.25786676,298334,3
,,0.16758068,298595,3
,,0.0,298857,3
,,0.007251087,299117,3
,,0.042700844,299376,3
,,0.041089492,299652,4
,,0.0024170288,299914,4
,,0.0,300176,4
,,0.0,300438,4
,,0.0,300700,4
,,0.0,300962,4
,,0.0,301225,4
,,0.0,301485,4
,,0.0,301745,4
,,0.0,302016,4
,,0.0,302279,4
,,0.027392994,302541,4
,,0.0,302803,4
,,0.0,303065,4
,,0.16516365,303328,4
,,0.2812314,303591,4
,,0.61805444,303854,4
,,0.27881438,304115,4
,,0.55118332,304376,4
,,0.43194324,304637,4
,,0.435971616,304897,4
,,0.116017392,305157,4
,,0.49639736,305417,4
,,0.7848798,305676,4
,,0.87838868,305936,4
,,1.2136003,306198,4
,,1.2353536,306459,4
,,1.6189562,306720,4
,,1.1773449,306980,4
,,1.1104738,307241,4
,,1.2015152,307502,4
,,1.2079606,307761,4
,,1.4158754,308023,4
,,1.5859236,308283,4
,,1.5045502,308546,4
,,1.5794782,308806,4
,,1.5536965,309067,4
,,1.5980088,309328,4
,,1.6931288,309589,4
,,1.5150241,309851,4
,,1.5690043,310111,4
,,1.5222751,310372,4
,,1.4779628,310632,4
,,1.4384344,310893,4
,,1.490048,311154,4
,,1.56981,311416,4
,,1.6681529,311677,4
,,1.675404,311937,4
,,1.5601419,312199,4
,,1.5198581,312459,4
,,1.317583,312721,4
,,1.3143603,312982,4
,,0.5954955,313242,4
,,0.8026047,313502,4
,,0.7284824,313762,4
,,0.44483404,314023,4
,,0.3497139,314285,4
,,0.27559168,314543,4
,,0.7405676,314805,4
,,0.21274892,315065,4
,,0.38838636,315326,4
,,0.5729366,315586,4
,,0.37468984,315846,4
,,0.056397344,316107,4
,,0.15549552,316367,4
,,0.0,316628,4
,,0.46981004,316888,4
,,0.0,317149,4
,,0.0,317409,4
,,0.029004348,317668,4
,,0.03303273,317930,4
,,0.0,318190,4
,,0.04592355,318451,4
,,0.0386724616,318714,4
,,0.022558938,318975,4
,,0.076539256,319238,4
,,0.26914626,319498,4
,,0.12246281,319758,4
,,0.0,320019,4
,,0.0,320281,4
