periodo,t_vuelta,voltaje,t_voltaje
,,0.48914624,9731420
,,0.06848249,9731421
,,0.6745022,9731421
,,1.1451179,9731421
,,0.385969336,9731421
,,0.0064454108,9731422
,,1.2781049,9731422
,,0.0918471,9731422
,,0.37388416,9731422
,,0.6382467,9731423
,,0.0,9731423
,,0.4980087,9731423
,,0.58502176,9731424
,,0.31023574,9731424
,,0.824358,9731424
,,0.6059693,9731424
,,0.49559168,9731425
,,1.0718013,9731425
,,1.1209475,9731425
,,1.0072968,9731426
,,1.1636484,9731426
,,1.2410437,9731426
,,1.0975829,9731426
,,1.2248799,9731427
,,1.1443122,9731427
,,1.3167774,9731427
,,1.3828428,9731427
,,1.3320851,9731428
,,1.2982468,9731428
,,0.97104148,9731428
,,1.0822752,9731429
,,1.0975829,9731429
,,1.3465873,9731429
,,0.7961593,9731429
,,0.72687112,9731430
,,0.8106615,9731430
,,0.7510414,9731430
,,0.85824668,9731430
,,0.6124147,9731431
,,0.51251084,9731431
,,0.50928816,9731431
,,0.385969336,9731432
,,0.33279468,9731432
,,0.2949279,9731432
,,0.92189512,9731432
,,0.004028382,9731433
,,0.7961593,9731433
,,1.1112794,9731433
,,1.0274388,9731434
,,0.013696497,9731434
,,0.687393,9731434
,,0.8050217,9731434
,,0.14341038,9731435
,,0.14099336,9731435
,,0.8590524,9731435
,,0.8872511,9731435
,,0.55440604,9731436
,,0.50848248,9731436
,,0.9001419,9731436
,,0.85019,9731437
,,0.8969192,9731437
,,0.8654978,9731437
,,1.1684826,9731437
,,0.9468711,9731438
,,1.2305196,9731438
,,1.3038864,9731438
,,1.4215152,9731438
,,1.5222751,9731439
,,1.457821,9731439
,,1.1612314,9731439
,,1.95180132,9731440
,,2.1379628,9731440
,,2.034786,9731440
,,2.2684824,9731440
,,2.0557336,9731441
,,2.103319,9731441
,,1.90184932,9731441
,,1.9799999,9731442
,,1.6745982,9731442
,,2.0872054,9731442
,,1.7390524,9731442
,,1.6544564,9731443
,,1.7688624,9731443
,,1.8099519,9731443
,,1.5271092,9731443
,,1.0129366,9731444
,,0.54151524,9731444
,,0.717203,9731444
,,1.0298558,9731445
,,0.9057816,9731445
,,1.047631,9731445
,,1.1402838,9731445
,,0.7236484,9731446
,,0.6293843,9731446
,,0.58743876,9731446
,,0.64388644,9731446
,,0.2699519,9731447
,,0.5213733,9731447
,,0.46255892,9731447
,,0.39563744,9731448
,,0.33682304,9731448
,,0.05962005,9731448
,,0.1361593,9731448
,,0.32393226,9731449
,,0.7139803,9731449
,,0.689810036,9731449
,,0.63341268,9731450
,,0.9508995,9731450
,,0.48028384,9731450
,,1.2781049,9731450
,,1.0959716,9731451
,,0.8090501,9731451
,,1.0185763,9731451
,,1.97758284,9731452
,,1.9638864,9731452
,,1.5593363,9731452
,,1.4029847,9731452
,,1.45057,9731453
,,2.19436,9731453
,,1.624596,9731453
,,2.2008056,9731453
,,1.9340764,9731454
,,2.0646462,9731454
,,2.4304738,9731454
,,1.9236026,9731455
,,1.9590524,9731455
,,1.9131288,9731455
,,2.0339802,9731455
,,2.092845,9731456
,,1.86559384,9731456
,,1.6431265,9731456
,,1.962275,9731457
,,1.5085785,9731457
,,1.675404,9731457
,,1.4174868,9731457
,,1.4691005,9731458
,,1.505356,9731458
,,1.3208057,9731458
,,0.8695262,9731458
,,1.035546,9731459
,,1.0177706,9731459
,,1.5222751,9731459
,,0.876777232,9731460
,,1.2611855,9731460
,,2.054122,9731460
,,1.6262074,9731460
,,1.9590524,9731461
,,0.7913253,9731461
,,1.5690043,9731461
,,0.706729236,9731461
,,1.0169649,9731462
,,1.2797161,9731462
,,0.9396201,9731462
,,1.4199039,9731463
,,1.8010895,9731463
,,1.9413274,9731463
,,1.3135545,9731463
,,1.7269672,9731464
,,1.4263493,9731464
,,1.6713756,9731464
,,1.0879148,9731465
